DBN,School Name,Enrollment,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent Overage / Undercredited,Percent in Temp Housing,Percent HRA Eligible,Teacher Percent - White,Nearby Student Distance (mi),Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,dropout_rate,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT
10X243,west bronx academy for the future,358.0,0.534,0.466,0.0,0.173,0.26,0.924,0.017,0.145,0.863,0.345,0.7,0.237,0.483,0.0,0.592,19.2,0.764,0.277,0.951,69.5,0.846,0.508,2.57,3.11,3.54,3.26,3.41,3.66,71.0,89.0,49.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,4.300000000000001,0.9924999999999999,0.9770000000000001,0.019,10,Bronx,0.169,2.35,0.0,0.0,0.0,0.0
10X264,bronx academy for software engineering (base),385.0,0.153,0.847,0.0,0.091,0.294,0.889,0.031,0.169,0.816,0.436,1.5,0.148,0.236,0.0,0.327,10.2,0.795,0.598,0.932,71.3,0.542,0.467,3.17,3.36,3.33,3.52,3.64,3.96,60.0,76.0,13.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,2.8,0.903,0.917,0.073,10,Bronx,0.125,2.62,0.0,0.0,0.0,0.0
10X268,kingsbridge international high school,230.0,0.448,0.552,0.0,0.909,0.026,0.0,0.13,0.474,0.713,0.278,0.9,0.0,0.496,0.026,0.496,1.1,1.0,0.479,0.942,44.4,0.085,0.252,2.37,2.85,2.81,2.8,3.3,3.64,95.0,81.0,71.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,25.299999999999997,0.657,0.9520000000000001,0.048,10,Bronx,0.012,1.94,0.0,0.0,0.0,0.0
10X284,bronx school of law and finance,343.0,0.531,0.469,0.0,0.128,0.222,0.902,0.05,0.184,0.863,0.36,1.8,0.187,0.434,0.015,0.534,11.2,0.88,0.474,0.953,66.1,0.758,0.33,2.76,3.42,3.33,3.81,4.25,3.95,72.0,52.0,41.0,10463.0,7.8,42.5,52.9,17.4,30.2,88.4,66780.0,21.6,12.45,0.8594999999999999,0.9470000000000001,0.046,10,Bronx,0.022,2.575,0.0,0.0,0.0,0.0
10X342,international school for liberal arts,344.0,0.465,0.535,0.0,0.727,0.084,0.0,0.067,0.381,0.84,0.178,0.8,0.215,0.456,0.0,0.602,3.6,0.822,0.48,0.947,46.3,0.773,0.226,2.88,3.87,3.74,3.72,3.71,3.91,95.0,94.0,73.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,14.325,0.8049999999999999,1.0,0.0,10,Bronx,0.0,2.17,0.0,0.0,0.0,0.0
10X351,bronx collaborative high school,436.0,0.452,0.548,0.0,0.206,0.287,0.922,0.073,0.165,0.867,0.564,1.6,0.073,0.541,0.0,0.564,10.2,0.872,0.897,0.963,63.9,0.255,0.403,3.23,2.9,3.5770989010989007,3.42,3.442935982339956,3.45,26.0,37.0,2.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,8.475000000000001,0.8385,0.8420000000000001,0.059,10,Bronx,0.047,2.375,0.0,0.0,0.0,1.0
10X353,world view high school,624.0,0.468,0.532,0.0,0.272,0.184,0.887,0.034,0.194,0.798,0.479,1.6,0.37,0.651,0.083,0.708,9.5,0.646,0.409,0.968,67.7,0.97,0.523,3.58,4.0,3.75,4.34,4.08,3.47,68.0,69.0,24.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,1.45,0.9775,0.891,0.073,10,Bronx,0.114,2.615,0.0,0.0,0.0,0.0
10X368,in-tech academy (m.s. / high school 368),526.0,0.426,0.574,0.0,0.16,0.219,0.846,0.004,0.16,0.755,0.32,0.7,0.169,0.285,0.032,0.369,2.1,0.88,0.301,0.948,69.4,0.585,0.477,3.79,2.98,3.82,3.01,3.09,3.0,89.0,95.0,32.0,10463.0,7.8,42.5,52.9,17.4,30.2,88.4,66780.0,21.6,5.8,0.8845000000000001,0.941,0.054000000000000006,10,Bronx,0.1,2.725,0.0,0.0,0.0,0.0
10X374,knowledge and power preparatory academy international high school (kappa),401.0,0.574,0.426,0.0,0.14,0.234,0.919,0.03,0.17,0.858,0.469,1.4,0.0,0.127,0.012,0.287,2.1,0.563,0.572,0.96,58.6,0.646,0.545,4.64,4.32,3.85,4.48,3.84,3.72,97.0,91.0,90.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,0.0,0.962,0.918,0.08,10,Bronx,0.127,2.675,0.0,1.0,0.0,0.0
10X433,high school for teaching and the professions,375.0,0.501,0.499,0.0,0.235,0.275,0.919,0.061,0.245,0.851,0.278,1.0,0.213,0.712,0.003,0.773,5.4,0.861,0.252,0.95,62.1,0.542,0.272,3.62,4.0,4.01,3.89,3.74,4.06,62.0,58.0,42.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,14.75,0.9015,0.954,0.039999999999999994,10,Bronx,0.052,2.5300000000000002,0.0,0.0,0.0,0.0
10X434,belmont preparatory high school,367.0,0.531,0.469,0.0,0.09,0.243,0.884,0.022,0.104,0.831,0.346,1.2,0.248,0.251,0.071,0.433,16.2,0.923,0.299,0.953,71.6,0.621,0.44,3.42,3.45,3.42,3.66,2.67,3.41,75.0,67.0,47.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,2.1,0.884,0.9289999999999999,0.063,10,Bronx,0.207,2.895,0.0,0.0,0.0,0.0
10X437,fordham high school for the arts,393.0,0.692,0.308,0.0,0.036,0.201,0.777,0.023,0.099,0.674,0.655,1.8,0.677,0.26,0.331,0.807,3.1,0.379,0.296,0.957,76.0,1.0,0.702,4.81,4.48,4.23,4.05,3.39,3.89,100.0,100.0,87.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,0.0,0.976,0.923,0.077,10,Bronx,0.19,2.9400000000000004,0.0,0.0,0.0,0.0
10X438,fordham leadership academy,415.0,0.54,0.46,0.0,0.108,0.241,0.907,0.048,0.128,0.853,0.364,1.2,0.535,0.475,0.053,0.559,8.2,0.485,0.36,0.958,67.6,0.476,0.462,3.31,3.43,3.54,3.65,4.15,3.37,73.0,91.0,63.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,0.0,1.0,0.952,0.049,10,Bronx,0.075,2.59,0.0,0.0,0.0,0.0
10X439,bronx high school for law and community service,385.0,0.522,0.478,0.0,0.171,0.299,0.896,0.026,0.158,0.831,0.441,1.4,0.195,0.234,0.0,0.371,13.1,0.882,0.467,0.946,63.0,0.361,0.56,3.96,4.22,3.56,4.1,3.41,4.1,90.0,81.0,14.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,1.1,0.9624999999999999,0.943,0.054,10,Bronx,0.203,2.645,0.0,0.0,0.0,0.0
10X440,dewitt clinton high school,1045.0,0.465,0.534,0.001,0.086,0.223,0.88,0.05,0.176,0.812,0.446,1.6,0.397,0.344,0.557,0.769,6.6,0.622,0.331,0.967,69.7,0.937,0.537,2.11,2.63,3.21,3.09,2.76,2.51,54.0,83.0,8.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,3.7,0.944,0.859,0.124,10,Bronx,0.086,2.5949999999999998,0.0,0.0,0.0,0.0
10X442,"celia cruz bronx high school of music, the",415.0,0.622,0.378,0.0,0.036,0.207,0.796,0.024,0.111,0.706,0.375,2.5,0.359,0.487,0.161,0.706,6.1,0.938,0.195,0.954,71.7,0.974,0.578,3.69,3.67,3.79,3.56,3.64,3.53,75.0,76.0,43.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,0.5,1.0,0.9490000000000001,0.040999999999999995,10,Bronx,0.175,2.885,0.0,0.0,0.0,0.0
10X445,the bronx high school of science,2949.0,0.462,0.537,0.001,0.0,0.021,0.442,0.002,0.028,0.366,0.65,8.8,0.636,0.599,0.081,0.907,3.0,0.9,0.107,0.965,94.1,0.997,0.946,4.45,4.44,4.31,4.57,3.33,4.11,88.0,70.0,31.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,0.35,0.996,0.133,0.839,10,Bronx,0.963,4.1850000000000005,0.0,0.0,0.0,1.0
10X477,marble hill high school for international studies,417.0,0.544,0.456,0.0,0.36,0.17,0.908,0.031,0.201,0.799,0.515,1.7,0.329,0.338,0.0,0.468,16.0,0.939,0.35,0.955,71.7,0.823,0.623,3.1,3.22,3.74,3.16,3.64,4.03,83.0,94.0,32.0,10463.0,7.8,42.5,52.9,17.4,30.2,88.4,66780.0,21.6,0.9,0.9904999999999999,0.851,0.14600000000000002,10,Bronx,0.333,2.765,0.0,0.0,0.0,0.0
10X524,crotona international high school,333.0,0.441,0.559,0.0,0.994,0.039,0.0,0.291,0.378,0.64,0.292,1.0,0.0,0.255,0.156,0.327,8.1,0.542,0.434,0.956,31.4,0.726,0.165,2.92,3.54,3.03,3.53,4.16,3.25,86.0,93.0,90.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,2.75,0.9405,0.967,0.033,10,Bronx,0.0,1.78,0.0,0.0,0.0,0.0
10X546,bronx theatre high school,274.0,0.609,0.383,0.007,0.069,0.35,0.929,0.051,0.168,0.872,0.44,2.1,0.274,0.08,0.0,0.343,2.1,0.96,0.523,0.954,66.0,0.423,0.342,3.26,3.56,3.26,3.82,3.69,3.63,64.0,100.0,33.0,10463.0,7.8,42.5,52.9,17.4,30.2,88.4,66780.0,21.6,5.6,0.9339999999999999,0.9299999999999999,0.059,10,Bronx,0.0,2.315,0.0,0.0,0.0,0.0
10X549,discovery high school,424.0,0.401,0.599,0.0,0.186,0.302,0.921,0.059,0.182,0.861,0.484,1.0,0.132,0.297,0.0,0.415,16.2,0.807,0.268,0.953,71.9,0.944,0.373,4.51,4.46,3.96,4.59,3.09,3.5,95.0,100.0,53.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,4.3,0.9315,0.9410000000000001,0.059,10,Bronx,0.103,2.4000000000000004,0.0,0.0,0.0,0.0
10X565,high school for energy and technology,412.0,0.267,0.733,0.0,0.15,0.294,0.934,0.056,0.163,0.879,0.152,1.0,0.133,0.493,0.0,0.617,7.9,0.636,0.603,0.953,66.4,0.352,0.25,3.28,3.33,3.02,3.85,4.74,2.65,71.0,100.0,65.0,10458.0,18.4,14.4,72.5,11.7,42.2,91.1,41550.0,45.7,7.0,0.9235,0.917,0.077,10,Bronx,0.034,2.35,0.0,0.0,0.0,0.0
10X696,high school of american studies at lehman college,398.0,0.57,0.427,0.003,0.0,0.028,0.353,0.0,0.02,0.261,0.567,6.0,0.741,0.525,0.309,0.744,17.1,1.0,0.1,0.963,92.7,1.0,0.978,4.47,4.18,4.37,3.53,3.12,3.63,89.0,100.0,48.0,10468.0,14.1,15.1,79.4,12.2,46.3,87.6,43985.0,41.8,0.0,0.989,0.282,0.677,10,Bronx,0.966,4.140000000000001,0.0,0.0,0.0,1.0
11X249,bronx health sciences high school,350.0,0.543,0.457,0.0,0.066,0.18,0.795,0.017,0.14,0.711,0.593,1.9,0.343,0.311,0.0,0.429,2.4,0.667,0.492,0.969,79.9,0.917,0.783,3.3,4.2,2.79,3.43,1.6,2.09,58.0,100.0,28.0,10475.0,4.1,25.7,31.9,16.1,23.1,78.5,57003.0,19.3,0.8,0.9915,0.874,0.117,11,Bronx,0.093,2.73,0.0,0.0,0.0,0.0
11X253,bronx high school for writing and communication arts,189.0,0.582,0.418,0.0,0.101,0.233,0.894,0.116,0.18,0.836,0.333,1.1,0.074,0.175,0.005,0.228,1.3,0.833,0.575,0.968,71.6,0.5,0.258,3.4,3.74,3.2,3.7,4.52,4.07,64.0,100.0,74.0,10467.0,12.2,21.6,59.0,14.6,38.8,83.5,46228.0,34.2,23.5,0.7675000000000001,0.894,0.08,11,Bronx,0.0,2.395,0.0,0.0,0.0,0.0
11X265,bronx lab school,220.0,0.445,0.555,0.0,0.132,0.273,0.886,0.1,0.191,0.823,0.609,1.4,0.0,0.641,0.082,0.705,0.6,1.0,0.599,0.945,63.4,0.191,0.418,3.49,4.2,3.51,4.01,4.45,4.58,63.0,100.0,27.0,10467.0,12.2,21.6,59.0,14.6,38.8,83.5,46228.0,34.2,15.75,0.857,0.918,0.083,11,Bronx,0.0,2.3,0.0,0.0,1.0,0.0
11X270,academy for scholarship and entrepreneurship: a college board school,394.0,0.472,0.528,0.0,0.036,0.195,0.839,0.099,0.117,0.764,0.25,0.7,0.47,0.254,0.231,0.571,18.2,0.857,0.306,0.954,66.7,0.803,0.352,3.08,3.69,3.55,3.66,4.5,3.61,66.0,69.0,65.0,10466.0,7.3,24.3,34.4,15.1,41.5,83.6,60892.0,27.5,9.25,0.8095000000000001,0.9339999999999999,0.066,11,Bronx,0.02,2.41,0.0,0.0,0.0,0.0
11X275,high school of computers and technology,470.0,0.175,0.825,0.0,0.079,0.304,0.826,0.047,0.145,0.738,0.371,1.4,0.134,0.234,0.002,0.315,5.6,0.914,0.347,0.941,67.6,0.56,0.504,3.12,3.83,3.77,3.8,3.63,3.76,78.0,100.0,40.0,10467.0,12.2,21.6,59.0,14.6,38.8,83.5,46228.0,34.2,6.15,0.8505,0.888,0.10700000000000001,11,Bronx,0.137,2.4749999999999996,0.0,0.0,0.0,0.0
11X288,collegiate institute for math and science,556.0,0.369,0.631,0.0,0.068,0.205,0.782,0.029,0.11,0.705,0.219,1.5,0.333,0.439,0.0,0.626,9.2,0.938,0.237,0.952,76.8,0.849,0.558,3.37,3.15,3.69,3.4,3.49,2.44,96.0,92.0,44.0,10469.0,7.4,28.2,36.9,12.0,37.2,86.5,76731.0,23.5,4.25,0.9085000000000001,0.663,0.298,11,Bronx,0.233,3.015,0.0,0.0,0.0,0.0
11X290,bronx academy of health careers,352.0,0.608,0.392,0.0,0.122,0.239,0.905,0.06,0.239,0.844,0.43055437100213223,1.3,0.44,0.284,0.0,0.5,11.1,0.731,0.385,0.956,63.7,0.4,0.452,2.75,3.84,3.88,4.32,4.06,3.42,84.0,89.0,59.0,10467.0,12.2,21.6,59.0,14.6,38.8,83.5,46228.0,34.2,7.75,0.878,0.9339999999999999,0.059,11,Bronx,0.053,2.41,0.0,0.0,0.0,0.0
11X299,astor collegiate academy,436.0,0.42,0.58,0.0,0.119,0.232,0.804,0.018,0.117,0.729,0.5,1.2,0.241,0.378,0.002,0.493,12.8,0.875,0.36,0.963,68.6,0.891,0.439,2.57,3.09,3.2,3.47,3.19,3.5,58.0,76.0,14.0,10469.0,7.4,28.2,36.9,12.0,37.2,86.5,76731.0,23.5,3.05,0.853,0.752,0.239,11,Bronx,0.139,2.63,0.0,0.0,0.0,1.0
11X418,bronx high school for the visual arts,416.0,0.554,0.443,0.002,0.089,0.272,0.872,0.048,0.127,0.82,0.324,1.3,0.214,0.308,0.053,0.452,8.2,0.794,0.496,0.951,64.9,0.413,0.317,3.07,3.34,2.99,3.37,3.33,3.73,77.0,100.0,14.0,10462.0,8.2,27.8,59.5,13.4,32.0,87.7,63431.0,23.6,11.8,0.851,0.832,0.161,11,Bronx,0.065,2.695,0.0,0.0,0.0,0.0
11X455,harry s truman high school,1891.0,0.432,0.568,0.0,0.072,0.243,0.814,0.065,0.17,0.727,0.519,1.9,0.121,0.393,0.197,0.515,10.0,0.855,0.307,0.949,70.7,0.706,0.307,3.3,3.15,3.21,2.68,3.17,3.06,59.0,51.0,15.0,10475.0,4.1,25.7,31.9,16.1,23.1,78.5,57003.0,19.3,7.95,0.8285,0.919,0.077,11,Bronx,0.055,2.475,0.0,0.0,0.0,0.0
11X508,bronxdale high school,374.0,0.5,0.5,0.0,0.067,0.254,0.849,0.027,0.107,0.789,0.488,1.6,0.16,0.262,0.0,0.356,5.1,0.951,0.394,0.958,65.0,0.366,0.419,4.5,4.0,4.02,3.8,3.86,4.32,79.0,100.0,64.0,10469.0,7.4,28.2,36.9,12.0,37.2,86.5,76731.0,23.5,6.0,0.892,0.867,0.13499999999999998,11,Bronx,0.075,2.615,0.0,0.0,0.0,0.0
11X509,high school of language and innovation,366.0,0.443,0.549,0.008,0.806,0.044,0.0,0.161,0.205,0.702,0.419,1.2,0.161,0.385,0.0,0.456,12.2,0.774,0.318,0.967,61.1,0.633,0.327,3.4,3.57,3.86,3.45,2.98,2.71,97.0,90.0,72.0,10469.0,7.4,28.2,36.9,12.0,37.2,86.5,76731.0,23.5,6.75,0.9155,0.708,0.28400000000000003,11,Bronx,0.009,1.9849999999999999,0.0,0.0,0.0,0.0
11X513,new world high school,300.0,0.54,0.46,0.0,0.64,0.05,0.925,0.083,0.243,0.757,0.636,1.7,0.477,0.577,0.0,0.73,6.0,1.0,0.249,0.968,61.4,0.518,0.408,3.66,3.2,4.04,3.78,4.15,3.31,94.0,100.0,66.0,10466.0,7.3,24.3,34.4,15.1,41.5,83.6,60892.0,27.5,6.1,0.908,0.877,0.123,11,Bronx,0.049,2.3200000000000003,0.0,0.0,0.0,0.0
11X514,the bronxwood preparatory academy,380.0,0.518,0.482,0.0,0.087,0.232,0.802,0.105,0.147,0.742,0.538,0.6,0.192,0.542,0.158,0.682,2.1,0.692,0.332,0.954,62.2,0.81,0.349,3.86,3.65,3.93,3.67,4.15,3.18,97.0,68.0,41.0,10466.0,7.3,24.3,34.4,15.1,41.5,83.6,60892.0,27.5,11.35,0.903,0.94,0.059,11,Bronx,0.0,2.35,0.0,0.0,0.0,0.0
11X542,pelham preparatory academy,458.0,0.448,0.55,0.002,0.07,0.286,0.787,0.037,0.087,0.714,0.515,1.6,0.279,0.269,0.129,0.469,7.1,0.758,0.309,0.95,75.7,0.638,0.5,3.58,4.01,3.99,3.56,3.42,3.34,96.0,83.0,26.0,10469.0,7.4,28.2,36.9,12.0,37.2,86.5,76731.0,23.5,3.85,0.9275,0.847,0.149,11,Bronx,0.073,2.6799999999999997,0.0,0.0,0.0,0.0
11X544,high school for contemporary arts,283.0,0.583,0.417,0.0,0.12,0.314,0.898,0.088,0.177,0.848,0.333,1.5,0.502,0.286,0.007,0.636,2.1,0.792,0.472,0.972,58.0,0.288,0.173,2.69,3.44,3.36,3.77,2.36,2.43,72.0,68.0,22.0,10467.0,12.2,21.6,59.0,14.6,38.8,83.5,46228.0,34.2,12.4,0.8605,0.908,0.061,11,Bronx,0.0,2.41,0.0,0.0,0.0,0.0
11X545,bronx aerospace high school,150.0,0.3,0.7,0.0,0.133,0.233,0.872,0.12,0.173,0.82,0.444,1.2,0.58,0.313,0.0,0.633,2.1,1.0,0.273,0.961,63.9,0.556,0.266,4.3,3.89,3.88,3.97,3.46,3.03,96.0,100.0,84.0,10467.0,12.2,21.6,59.0,14.6,38.8,83.5,46228.0,34.2,13.05,0.843,0.94,0.06,11,Bronx,0.044,2.375,0.0,0.0,0.0,0.0
12X242,mott hall v,375.0,0.493,0.507,0.0,0.152,0.277,0.93,0.008,0.107,0.875,0.397,0.5,0.165,0.32,0.0,0.36,18.2,0.845,0.404,0.961,73.3,0.63,0.419,3.41,3.34,3.52,3.43,2.55,3.62,86.0,86.0,60.0,10472.0,18.5,14.2,65.0,12.3,40.6,77.3,40025.0,37.7,4.2,0.9644999999999999,0.936,0.057999999999999996,12,Bronx,0.049,2.51,0.0,0.0,0.0,0.0
12X248,"metropolitan high school, the",156.0,0.455,0.545,0.0,0.167,0.378,0.0,0.141,0.256,0.917,0.3,1.0,0.481,0.314,0.0,0.5,0.5,1.0,0.519,0.929,52.9,0.2,0.235,2.3,1.76,2.41,2.0,2.21,1.93,79.0,82.0,18.0,10459.0,17.3,14.1,67.0,18.2,29.0,83.8,41270.0,39.5,18.6,0.7435,0.9810000000000001,0.019,12,Bronx,0.02,2.325,0.0,0.0,0.0,0.0
12X251,explorations academy h.s.,280.0,0.4,0.6,0.0,0.189,0.314,0.934,0.132,0.193,0.875,0.296,1.2,0.271,0.418,0.0,0.486,0.1,0.852,0.292,0.96,63.3,0.329,0.298,3.37,3.62,3.99,3.55,4.02,3.74,85.0,100.0,82.0,10460.0,14.9,14.3,61.7,18.2,32.1,82.0,33080.0,50.5,13.75,0.7889999999999999,0.975,0.025,12,Bronx,0.071,2.35,0.0,0.0,0.0,0.0
12X267,bronx latin,306.0,0.503,0.497,0.0,0.124,0.245,0.928,0.023,0.075,0.876,0.367,0.7,0.454,0.487,0.0,0.788,11.1,0.837,0.514,0.953,67.4,1.0,0.547,3.52,4.35,3.57,4.12,3.96,3.71,76.0,94.0,47.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,1.4,0.9505,0.9570000000000001,0.039,12,Bronx,0.286,2.6799999999999997,1.0,0.0,0.0,0.0
12X271,east bronx academy for the future,400.0,0.49,0.508,0.003,0.16,0.298,0.936,0.058,0.18,0.88,0.375,0.9,0.305,0.533,0.028,0.57,19.2,0.911,0.509,0.946,62.9,0.774,0.327,3.57,4.59,3.85,4.73,3.59,3.92,39.0,85.0,30.0,10460.0,14.9,14.3,61.7,18.2,32.1,82.0,33080.0,50.5,11.5,0.8634999999999999,0.913,0.086,12,Bronx,0.071,2.4450000000000003,0.0,0.0,0.0,0.0
12X388,pan american international high school at monroe,297.0,0.414,0.586,0.0,0.923,0.013,0.0,0.168,0.33,0.593,0.423,0.8,0.199,0.246,0.0,0.441,4.1,0.808,0.441,0.971,64.3,0.662,0.265,4.9,4.86,4.25,4.4,4.54,4.59,95.0,100.0,94.0,10472.0,18.5,14.2,65.0,12.3,40.6,77.3,40025.0,37.7,6.3,0.918,1.0,0.0,12,Bronx,0.0,1.755,0.0,0.0,0.0,0.0
12X478,the cinema school,357.0,0.538,0.462,0.0,0.106,0.269,0.892,0.042,0.148,0.824,0.308,1.2,0.23,0.443,0.0,0.532,10.0,0.885,0.383,0.918,67.1,0.485,0.487,3.03,2.58,3.41,2.87,2.35,1.79,74.0,87.0,17.0,10472.0,18.5,14.2,65.0,12.3,40.6,77.3,40025.0,37.7,4.6,0.9315,0.9610000000000001,0.039,12,Bronx,0.052,2.69,0.0,0.0,0.0,0.0
12X479,bronx career and college preparatory high school,195.0,0.421,0.579,0.0,0.164,0.267,0.0,0.123,0.221,0.887,0.43055437100213223,1.1,0.072,0.236,0.062,0.308,1.1,0.765,0.557,0.964,56.7,0.317,0.185,2.39,3.04,2.84,3.0,2.55,2.56,60.0,100.0,43.0,10456.0,16.6,12.7,60.2,19.3,29.8,78.3,33317.0,49.8,23.25,0.783,0.9279999999999999,0.061,12,Bronx,0.016,2.245,0.0,0.0,0.0,0.0
12X511,bronx envision academy,307.0,0.482,0.518,0.0,0.186,0.287,0.0,0.107,0.218,0.902,0.343,0.9,0.303,0.414,0.0,0.531,12.2,0.857,0.506,0.953,70.0,0.269,0.49,3.85,3.79,3.85,3.89,3.12,3.16,76.0,76.0,31.0,10460.0,14.9,14.3,61.7,18.2,32.1,82.0,33080.0,50.5,19.450000000000003,0.8225,0.9670000000000001,0.024,12,Bronx,0.022,2.4050000000000002,0.0,0.0,0.0,0.0
12X521,the metropolitan soundview high school,386.0,0.412,0.588,0.0,0.192,0.347,0.944,0.078,0.168,0.876,0.405,0.7,0.135,0.316,0.021,0.332,8.0,0.73,0.327,0.974,63.9,0.339,0.36,2.9,3.1,3.38,4.12,3.16,2.91,83.0,97.0,26.0,10472.0,18.5,14.2,65.0,12.3,40.6,77.3,40025.0,37.7,11.4,0.8035,0.95,0.049,12,Bronx,0.037,2.375,0.0,0.0,0.0,0.0
12X550,high school of world cultures,355.0,0.406,0.594,0.0,0.879,0.031,0.0,0.268,0.242,0.555,0.276,0.8,0.079,0.592,0.0,0.592,0.4,0.931,0.302,0.959,58.2,0.544,0.214,3.0,3.22,3.28,2.73,3.47,3.42,43.0,97.0,41.0,10472.0,18.5,14.2,65.0,12.3,40.6,77.3,40025.0,37.7,16.5,0.905,0.9520000000000001,0.048,12,Bronx,0.0,1.9449999999999998,0.0,0.0,0.0,0.0
12X682,fannie lou hamer freedom high school,455.0,0.448,0.552,0.0,0.158,0.316,0.943,0.077,0.171,0.895,0.452,0.8,0.0,0.457,0.053,0.459,9.1,0.833,0.722,0.981,67.6,0.356,0.274,4.11,3.78,3.93,4.14,4.04,4.31,74.0,98.0,85.0,10460.0,14.9,14.3,61.7,18.2,32.1,82.0,33080.0,50.5,9.45,0.8425,0.949,0.044,12,Bronx,0.01,2.215,0.0,0.0,1.0,0.0
12X684,wings academy,251.0,0.398,0.602,0.0,0.088,0.339,0.928,0.092,0.163,0.892,0.43055437100213223,1.4,0.183,0.235,0.0,0.339,1.5,0.958,0.603,0.955,57.4,0.158,0.241,2.87,3.04,2.61,2.79,2.9,2.17,64.0,72.0,25.0,10460.0,14.9,14.3,61.7,18.2,32.1,82.0,33080.0,50.5,27.65,0.8035,0.972,0.028,12,Bronx,0.013,2.29,0.0,0.0,0.0,0.0
13K265,dr. susan s. mckinney secondary school of the arts,179.0,0.575,0.419,0.006,0.022,0.279,0.875,0.039,0.145,0.827,0.43055437100213223,2.1,0.503,0.48,0.0,0.743,0.1,0.759,0.651,0.954,65.6,0.721,0.346,2.53,2.24,2.68,2.47,3.442935982339956,3.45,51.0,52.0,4.0,11205.0,6.3,51.8,44.6,8.7,16.4,83.3,74839.0,23.8,10.75,0.8475,0.955,0.039,13,Brooklyn,0.0,2.4450000000000003,0.0,0.0,0.0,0.0
13K350,urban assembly school of music and art,99.0,0.657,0.343,0.0,0.01,0.232,0.826,0.051,0.081,0.788,0.5,2.9,0.899,0.313,0.273,0.939,0.6,0.7,0.609,0.973,65.9,0.472,0.25,2.39,3.76,2.92,3.82,4.07,3.37,80.0,100.0,14.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,3.8499999999999996,0.8545,0.9690000000000001,0.02,13,Brooklyn,0.0,2.4299999999999997,0.0,0.0,0.0,0.0
13K412,brooklyn community arts & media high school (bcam),516.0,0.552,0.448,0.0,0.052,0.322,0.856,0.101,0.13,0.81,0.313,2.3,0.198,0.277,0.0,0.438,17.2,0.896,0.516,0.97,60.5,0.309,0.338,3.42,3.5,3.57,3.81,3.94,3.22,70.0,58.0,20.0,11205.0,6.3,51.8,44.6,8.7,16.4,83.3,74839.0,23.8,7.25,0.863,0.893,0.051000000000000004,13,Brooklyn,0.058,2.505,0.0,0.0,0.0,0.0
13K419,"science skills center high school for science, technology and the creative arts",498.0,0.414,0.586,0.0,0.022,0.161,0.767,0.024,0.084,0.679,0.27,4.1,0.534,0.42,0.378,0.739,11.4,0.703,0.2,0.954,71.7,0.913,0.569,2.7,3.21,2.83,3.26,3.3,2.06,72.0,91.0,20.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,1.7,0.978,0.827,0.128,13,Brooklyn,0.106,2.865,0.0,0.0,0.0,0.0
