,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,zip code tabulation area
25487,0.0,27.4,0.0,38.1,0.0,6.5,-666666666,36.1,72524
25488,8.2,10.3,0.0,20.2,6.1,62.1,48750,0.0,72526
25489,12.0,17.0,17.0,23.6,16.5,92.4,67935,7.6,72527
25490,13.7,28.8,0.0,65.8,0.0,89.2,22667,18.1,72528
25491,1.6,17.9,1.1,23.0,1.0,81.7,35882,20.0,72529
25492,8.6,11.4,2.6,21.7,0.4,84.6,53173,14.7,72530
25493,0.0,7.8,0.0,37.9,0.0,81.8,45714,10.1,72531
25494,18.0,7.7,2.0,43.3,0.2,67.2,35625,15.6,72532
25495,12.1,28.0,0.0,18.5,0.7,47.1,52727,23.5,72533
25496,1.3,20.6,0.0,7.8,0.0,46.6,57813,8.1,72534
25497,5.3,18.4,0.3,23.9,0.8,53.9,56429,8.6,72536
25498,1.6,14.5,0.0,53.5,0.0,74.1,50952,0.0,72537
25499,2.8,18.8,0.0,16.3,0.0,36.0,41949,0.0,72538
25500,0.0,0.0,0.0,38.8,0.0,59.5,27031,30.4,72539
25501,6.7,10.9,0.0,26.9,1.7,65.5,37054,0.0,72540
25502,2.1,11.9,1.3,23.6,0.9,63.1,42604,11.8,72542
25503,3.2,19.1,0.9,22.3,0.9,80.4,58182,9.8,72543
25504,8.9,18.5,1.0,29.2,0.0,75.8,36029,15.6,72544
25505,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,72546
25506,4.3,5.5,3.2,27.1,0.0,42.0,67962,8.8,72550
25507,0.0,0.0,0.0,35.0,0.0,61.5,29000,0.0,72553
25508,1.3,16.7,0.4,21.2,0.0,67.8,56729,10.4,72554
25509,0.0,0.0,0.0,10.2,0.0,24.3,55093,0.0,72555
25510,4.0,19.5,2.8,24.6,0.2,57.9,51607,16.9,72556
25511,3.4,17.1,2.6,30.3,0.9,58.7,29909,23.8,72560
25512,2.7,26.9,0.0,24.3,0.0,63.8,64167,8.2,72561
25513,5.3,7.8,0.5,24.0,0.2,63.3,41786,17.2,72562
25514,0.9,10.4,0.6,12.0,0.2,69.6,57708,29.6,72564
25515,2.5,21.5,0.5,30.2,0.0,51.4,59063,9.3,72565
25516,5.4,21.2,0.0,8.2,0.0,82.6,53750,6.2,72566
25517,2.0,0.0,0.0,21.3,0.0,73.6,47697,5.7,72567
25518,0.8,12.2,0.6,13.7,0.4,88.7,62500,7.4,72568
25519,2.4,2.4,0.0,14.1,0.0,71.9,-666666666,0.0,72569
25520,0.0,3.1,0.0,9.0,0.0,58.8,-666666666,0.0,72571
25521,0.7,10.1,22.1,7.5,0.0,67.1,56184,0.0,72572
25522,0.9,21.8,0.0,27.9,0.0,63.9,-666666666,8.3,72573
25523,6.5,17.4,0.6,29.4,0.6,67.3,35076,17.6,72576
25524,0.0,15.6,0.0,16.7,0.0,52.9,52123,7.6,72577
25525,0.0,11.2,0.0,0.0,0.0,42.7,96250,0.0,72578
25526,2.2,12.0,1.3,15.5,2.1,42.1,58125,9.2,72579
25527,8.6,20.2,0.7,22.7,0.0,76.6,37368,2.3,72581
25528,11.1,8.5,0.8,18.6,2.1,43.0,34076,18.5,72583
25529,4.0,25.3,14.0,38.0,0.0,82.2,-666666666,11.2,72584
25530,14.4,7.2,0.0,32.6,0.0,59.5,-666666666,0.0,72585
25531,0.0,0.0,0.0,44.4,0.0,100.0,-666666666,0.0,72587
25532,3.1,18.3,2.7,19.0,1.3,85.6,52469,9.5,72601
25533,1.4,10.4,0.4,20.5,0.1,92.1,34313,11.2,72611
25534,0.0,0.0,0.0,5.6,0.0,100.0,-666666666,0.0,72615
25535,11.4,17.4,17.7,10.8,12.7,82.6,55601,5.4,72616
25536,0.4,44.1,0.0,6.8,0.0,73.3,-666666666,30.0,72617
25537,2.1,20.0,3.3,28.7,3.8,84.6,46394,6.6,72619
25538,0.0,8.8,0.0,16.7,0.0,84.8,66000,2.6,72623
25539,3.0,20.1,4.7,2.1,4.8,77.8,47019,5.1,72624
25540,0.0,15.1,4.7,28.4,2.1,83.6,43162,7.5,72626
25541,10.1,9.8,0.0,31.4,0.0,61.3,49063,1.5,72628
25542,9.2,3.1,0.0,21.9,0.0,75.7,-666666666,5.9,72629
25543,3.9,7.9,0.0,41.9,0.0,87.8,50938,12.2,72630
25544,1.0,30.1,2.0,22.2,1.7,91.7,57409,3.5,72631
25545,1.5,30.7,1.8,15.5,1.7,82.3,52176,4.8,72632
25546,2.9,12.6,2.6,15.5,2.1,85.2,58281,5.7,72633
25547,5.5,17.0,4.4,23.3,1.6,85.4,46827,8.5,72634
25548,0.6,11.3,1.0,21.3,1.8,80.5,44912,17.5,72635
25549,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,72636
25550,15.6,16.1,22.2,11.4,13.9,74.6,60440,4.1,72638
25551,14.1,4.8,0.0,28.5,2.3,68.9,-666666666,1.2,72639
25552,1.9,20.1,0.0,13.1,0.0,63.9,72788,0.0,72640
25553,3.9,12.4,2.1,17.4,2.0,72.9,37049,16.5,72641
25554,1.7,12.7,1.4,34.0,4.0,80.7,53875,8.2,72642
25555,3.5,10.0,1.7,33.1,2.0,92.2,41923,11.4,72644
25556,2.0,7.9,0.2,20.6,0.2,73.2,34783,15.1,72645
25557,0.0,9.1,0.0,31.6,0.0,88.2,81809,11.1,72648
25558,8.9,16.6,1.5,30.7,1.2,70.4,36908,10.2,72650
25559,1.2,7.0,7.1,29.2,5.9,76.4,49375,4.3,72651
25560,2.6,20.5,3.5,26.4,2.2,83.5,47665,7.2,72653
25561,2.9,23.6,1.5,22.2,0.0,55.1,43854,5.3,72655
25562,5.1,7.9,4.5,22.6,2.4,59.3,41800,9.1,72658
25563,0.2,15.5,0.0,31.2,1.0,72.0,-666666666,4.2,72660
25564,4.0,15.6,0.0,41.7,5.0,89.6,33667,0.0,72661
25565,2.6,14.6,1.4,18.3,0.3,85.8,53571,7.6,72662
25566,5.2,45.2,0.0,0.0,0.0,69.7,78558,0.0,72663
25567,0.0,69.5,0.0,0.0,0.0,100.0,-666666666,25.5,72666
25568,8.0,0.0,2.7,34.0,0.0,81.0,-666666666,66.7,72668
25569,16.5,0.0,4.6,18.2,0.0,66.0,39688,13.2,72669
25570,0.0,31.7,0.0,7.6,2.0,100.0,142750,0.0,72670
25571,39.9,6.3,0.0,25.8,0.0,94.1,33000,0.0,72672
25572,7.2,20.1,0.1,17.0,0.0,82.1,46635,5.0,72675
25573,2.5,3.3,1.1,22.1,1.0,79.6,47781,19.2,72677
25574,0.0,34.1,0.0,58.8,0.0,70.0,-666666666,0.0,72679
25575,1.2,7.8,0.0,22.2,0.0,45.6,39776,11.7,72680
25576,0.0,8.5,0.0,31.2,0.0,92.4,36860,16.1,72682
25577,2.5,10.7,0.0,41.9,0.0,52.0,-666666666,21.6,72683
25578,3.4,10.0,0.0,16.9,0.0,77.8,52563,4.9,72685
25579,4.4,0.0,0.0,40.4,0.0,72.7,-666666666,0.0,72686
25580,2.9,15.8,1.5,21.2,1.7,85.2,42989,9.0,72687
25581,3.6,43.1,7.5,10.0,5.3,86.4,49169,7.2,72701
25582,2.1,50.5,8.3,12.2,6.5,89.8,57175,7.2,72703
25583,2.7,54.3,5.2,9.1,4.0,91.1,83327,3.7,72704
25584,1.6,47.4,9.6,8.7,10.3,93.2,95071,4.0,72712
25585,1.0,56.2,21.5,6.0,23.3,96.1,108148,1.6,72713
25586,1.9,40.7,2.7,12.5,3.1,94.3,86893,2.5,72714
25587,0.6,34.0,1.7,17.7,2.0,92.8,80817,2.0,72715
25588,0.0,31.9,31.2,16.9,30.5,91.5,60721,11.3,72717
25589,1.9,56.7,7.6,6.9,3.6,92.5,137038,0.0,72718
25590,1.8,35.1,8.3,6.5,6.8,95.3,101613,0.3,72719
25591,4.2,15.1,0.0,17.1,0.0,94.5,-666666666,4.3,72721
25592,6.0,15.4,17.0,13.3,10.5,82.8,51424,11.3,72722
25593,2.1,16.6,5.3,14.5,2.3,78.3,61705,2.3,72727
25594,0.0,0.0,0.0,0.0,65.7,90.1,26558,0.0,72729
25595,3.7,21.9,9.8,8.3,2.6,90.3,84563,3.3,72730
25596,3.5,23.5,3.1,11.3,2.9,85.6,71231,7.4,72732
25597,3.4,19.6,9.5,11.3,4.9,85.3,64661,11.7,72734
25598,2.9,25.9,1.6,10.4,1.6,87.3,72913,5.9,72736
25599,3.0,15.0,4.4,20.9,2.8,82.4,84318,6.8,72738
25600,3.0,40.3,0.0,18.4,0.0,91.8,78304,0.0,72739
25601,5.1,11.4,2.4,18.5,2.1,83.3,51756,13.2,72740
25602,13.3,8.1,0.0,27.6,0.0,95.8,85267,0.0,72742
25603,4.6,11.1,10.2,18.9,5.4,79.8,56638,3.4,72744
25604,11.6,20.8,16.7,10.3,17.3,90.0,77605,3.5,72745
25605,0.0,37.8,0.0,31.9,0.0,0.0,-666666666,0.0,72747
25606,0.0,47.4,0.6,8.9,0.2,44.6,-666666666,0.0,72749
25607,2.4,23.7,5.2,13.6,7.8,93.0,90159,3.1,72751
25608,14.8,48.1,0.0,20.7,0.0,73.8,70225,0.0,72752
25609,3.5,19.2,2.1,12.9,1.7,87.4,61825,9.2,72753
25610,9.1,22.8,24.1,11.6,17.4,86.9,67893,6.8,72756
25611,7.2,40.8,19.2,7.1,15.6,91.6,89111,3.7,72758
25612,1.6,13.3,3.7,20.1,1.5,94.3,70323,5.7,72760
25613,8.4,28.6,17.1,13.9,10.7,88.6,65335,5.6,72761
25614,9.1,33.6,23.6,11.0,13.3,90.2,76739,2.9,72762
25615,16.4,20.0,43.2,9.9,27.8,81.3,57361,8.7,72764
25616,5.0,17.6,2.7,15.4,1.4,77.7,49188,16.2,72768
25617,5.2,22.8,28.6,11.8,15.6,82.0,56406,3.5,72769
25618,5.9,14.0,0.0,18.3,0.0,85.2,52702,11.8,72773
25619,4.1,27.1,2.5,13.5,3.9,89.0,67838,6.1,72774
25620,2.2,1.7,13.7,21.0,4.2,55.7,-666666666,2.3,72776
25621,6.8,23.4,15.1,19.2,9.2,83.2,38216,12.7,72801
25622,3.6,32.2,10.0,16.0,6.8,88.0,59772,7.1,72802
25623,5.2,7.0,1.0,32.1,0.1,68.6,36442,29.2,72821
25624,3.4,12.8,0.2,19.8,0.1,85.8,57270,11.8,72823
25625,9.0,8.3,17.0,17.6,7.4,77.5,73566,10.7,72824
25626,0.0,0.0,0.0,14.3,0.0,100.0,-666666666,0.0,72826
25627,2.7,7.1,0.0,53.1,0.0,41.1,20179,9.6,72827
25628,0.0,10.0,11.1,0.0,0.0,39.7,-666666666,0.0,72828
25629,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,72829
25630,10.1,14.3,16.3,19.9,13.0,73.6,39950,12.8,72830
25631,8.6,10.2,4.9,40.7,0.0,50.5,24620,22.8,72832
25632,12.5,13.5,32.1,17.6,16.0,80.8,52794,19.7,72833
25633,9.6,18.1,21.3,16.1,11.9,77.2,59435,9.3,72834
25634,3.3,17.1,5.5,45.5,2.2,81.5,38750,12.5,72835
25635,8.5,15.3,3.3,24.0,1.0,72.0,45171,7.9,72837
25636,0.0,15.2,0.0,44.5,0.0,73.8,80324,29.1,72838
25637,1.6,24.9,0.0,23.2,0.0,57.4,56111,13.0,72839
25638,6.3,13.0,12.9,19.7,7.5,62.1,40861,17.7,72840
25639,7.1,21.8,0.0,23.2,3.1,82.4,28512,15.4,72841
25640,9.7,13.1,25.3,16.0,7.6,75.6,48409,19.2,72842
25641,6.1,13.5,0.7,29.0,0.3,81.4,56071,19.4,72843
25642,4.6,10.6,8.2,28.1,7.5,56.1,55060,14.2,72845
25643,7.4,19.9,4.3,16.8,1.3,66.4,49310,9.3,72846
25644,8.1,14.3,1.7,17.7,1.0,82.0,55642,11.6,72847
25645,4.5,29.2,0.0,38.7,0.0,63.6,64276,3.0,72851
25646,0.0,13.4,6.2,26.4,5.7,84.8,44184,12.1,72852
25647,2.8,5.3,7.1,20.4,4.2,85.6,43542,15.2,72853
25648,4.5,29.6,1.6,30.5,0.0,53.1,36875,0.0,72854
25649,2.2,16.9,6.3,18.7,2.1,78.2,48929,16.6,72855
25650,3.6,3.1,1.2,21.7,0.0,73.2,67679,21.4,72856
25651,4.4,11.8,2.3,28.2,2.1,69.7,58958,8.4,72857
25652,4.8,27.1,10.3,14.6,5.5,82.0,69167,8.1,72858
25653,0.0,8.6,0.0,30.5,0.0,73.7,56250,15.8,72860
25654,6.5,17.2,5.1,24.5,3.0,72.4,65464,9.0,72863
25655,0.0,20.5,2.4,20.7,0.1,73.8,54767,11.6,72865
25656,7.0,19.1,16.5,24.8,8.9,77.7,42361,21.4,72901
25657,3.8,33.8,8.5,18.9,4.2,84.4,58498,7.9,72903
25658,18.5,8.1,44.9,23.3,25.4,76.9,38009,25.4,72904
25659,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,72905
25660,3.7,30.8,12.6,19.2,6.2,83.6,63697,10.4,72908
25661,3.5,40.1,10.3,16.7,6.3,84.7,81047,2.9,72916
25662,3.1,20.8,2.3,16.4,1.0,84.3,62568,12.0,72921
25663,2.9,23.2,13.6,18.5,11.3,86.6,50367,7.2,72923
25664,2.7,13.9,0.0,18.9,0.0,70.6,50000,20.2,72926
25665,3.0,8.3,2.3,23.0,1.0,78.0,50982,10.5,72927
25666,4.9,11.9,10.1,26.2,4.7,64.0,24196,3.3,72928
25667,0.0,9.2,0.0,6.6,0.0,56.4,53580,0.0,72930
25668,5.5,10.5,11.5,19.8,8.5,75.2,51040,6.1,72932
25669,11.0,17.6,1.4,24.1,0.8,63.4,51118,11.9,72933
25670,2.3,15.8,0.0,32.1,0.0,47.9,-666666666,0.9,72934
25671,1.7,7.4,1.0,14.1,0.0,90.0,70156,9.6,72935
25672,1.5,25.7,2.8,16.9,1.3,88.7,68125,6.0,72936
25673,4.1,12.2,0.3,20.1,0.1,86.7,55440,17.4,72937
25674,3.4,16.0,5.4,19.1,0.2,77.4,59375,21.4,72938
25675,2.8,6.7,6.9,16.9,1.8,87.2,58558,6.5,72940
25676,0.9,18.5,1.0,26.5,1.2,87.4,75962,2.8,72941
25677,3.3,12.2,2.1,18.2,1.1,81.7,51806,14.2,72943
25678,4.6,15.5,0.8,23.5,0.6,70.6,46429,9.8,72944
25679,9.0,4.5,2.0,57.0,1.0,86.8,33966,7.5,72945
25680,2.9,17.4,2.5,20.0,0.5,71.2,54478,12.9,72946
25681,7.3,17.0,5.4,22.7,3.0,81.6,49299,9.2,72947
25682,0.0,7.8,0.0,29.5,0.0,82.3,41167,14.6,72948
25683,4.7,8.8,1.6,25.0,0.7,76.8,48779,11.6,72949
25684,4.7,23.8,9.1,18.6,8.7,64.9,46731,4.9,72950
25685,13.7,14.3,5.4,24.5,1.3,70.4,37500,15.9,72951
25686,8.6,25.3,0.0,25.3,7.6,84.7,64327,2.6,72952
25687,0.0,10.0,19.9,12.6,18.4,74.3,-666666666,10.5,72955
25688,4.4,21.7,11.0,19.0,6.2,82.6,57625,12.2,72956
25689,7.4,10.0,7.9,18.7,3.9,73.9,42372,16.2,72958
25690,3.1,15.9,1.6,22.1,2.9,72.0,48770,2.5,72959
25691,13.3,13.3,0.0,26.6,1.6,70.0,-666666666,50.0,73001
25692,0.7,13.2,1.5,23.4,1.3,76.1,64667,6.1,73002
25693,2.9,41.1,10.7,14.9,8.8,91.2,72894,9.4,73003
25694,2.6,20.8,2.2,21.2,0.9,80.8,79125,6.2,73004
25695,2.4,13.2,6.7,19.3,2.2,79.7,50071,18.5,73005
25696,0.8,14.8,2.4,24.6,0.6,81.7,46632,15.6,73006
25697,1.8,43.6,6.2,8.4,1.2,90.7,117396,8.3,73007
25698,5.3,24.9,17.2,15.1,8.1,88.8,54925,16.1,73008
25699,2.2,14.8,4.5,22.8,2.3,82.0,56797,12.2,73009
25700,1.7,27.2,1.9,15.4,1.0,91.3,84491,5.3,73010
25701,2.4,17.6,0.2,20.1,0.0,61.5,55341,30.5,73011
25702,0.9,57.3,13.3,8.6,10.6,97.6,116313,4.2,73012
25703,0.5,57.6,8.6,11.5,6.9,95.6,106958,3.4,73013
25704,1.7,21.7,3.9,16.4,2.1,90.5,81458,7.3,73014
25705,3.6,14.0,12.1,19.9,1.7,78.1,41827,18.0,73015
25706,0.7,38.0,5.6,9.6,3.4,96.8,101587,2.8,73016
25707,4.8,6.8,4.4,25.0,2.5,73.3,42986,12.7,73017
25708,3.2,19.1,4.4,19.2,2.6,82.0,56720,15.4,73018
25709,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,73019
25710,1.5,31.7,3.6,15.7,2.5,93.6,94346,6.2,73020
25711,0.0,50.4,2.4,21.3,1.9,81.9,46000,2.1,73021
25712,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,73022
25713,8.0,19.6,9.2,17.6,5.3,73.9,55625,9.0,73024
25714,1.2,61.4,6.2,7.1,5.2,95.1,171171,3.0,73025
25715,1.3,32.6,2.7,19.3,1.8,89.6,96429,5.7,73026
25716,1.2,14.0,0.3,22.3,0.0,83.5,78158,11.1,73027
25717,2.0,12.8,1.5,25.5,0.9,82.3,52769,11.2,73028
25718,0.2,25.7,1.6,22.5,0.1,87.0,59188,10.4,73029
25719,3.0,18.1,5.3,23.5,1.5,74.5,58807,11.3,73030
25720,45.5,9.1,0.0,26.2,0.0,31.6,-666666666,10.5,73031
25721,1.6,8.7,2.2,34.9,0.0,49.3,43125,17.3,73032
25722,20.0,10.7,51.3,9.3,29.5,88.5,57188,15.1,73033
25723,1.3,59.3,7.8,8.5,5.1,95.1,106367,5.4,73034
25724,3.6,19.6,9.9,19.4,5.2,84.5,55629,13.3,73036
25725,1.6,22.4,3.6,21.6,0.7,83.8,53177,18.8,73038
25726,5.8,22.6,5.0,21.1,2.6,81.0,54327,24.8,73040
25727,4.4,15.9,0.6,12.0,0.6,71.3,79583,8.4,73041
25728,3.8,10.3,2.8,18.8,1.0,70.8,53438,14.6,73042
25729,0.9,19.3,12.8,16.1,0.0,88.7,60000,17.7,73043
25730,2.8,23.7,5.9,18.0,3.4,86.8,71571,11.4,73044
25731,2.1,22.3,5.1,14.4,2.2,85.1,73665,10.2,73045
25732,9.8,15.0,18.3,16.6,13.7,87.2,54972,9.6,73047
25733,5.3,20.1,6.4,21.0,3.9,77.3,54737,10.7,73048
25734,4.6,30.2,6.8,13.7,2.4,92.1,75844,6.5,73049
25735,0.0,19.8,4.9,5.7,5.5,80.4,27500,50.0,73050
25736,4.4,11.7,7.4,21.3,3.3,82.3,61446,18.5,73051
25737,4.3,15.0,6.3,16.6,3.3,81.6,57911,11.4,73052
25738,5.9,11.6,9.3,17.7,3.4,80.5,64167,10.5,73053
25739,2.4,28.5,2.0,19.5,1.1,88.0,55167,13.6,73054
25740,1.3,21.1,1.8,18.0,1.0,80.1,59783,8.8,73055
25741,1.8,4.1,1.2,11.8,1.0,84.7,62250,3.4,73056
25742,2.1,10.3,1.0,13.5,0.2,90.7,56603,11.2,73057
25743,4.1,14.4,4.6,29.0,4.2,55.8,54583,7.4,73058
25744,3.1,20.8,4.5,22.0,2.1,73.7,69359,6.0,73059
25745,3.3,26.7,0.3,12.1,0.5,87.3,85781,10.3,73061
25746,3.0,21.8,2.6,28.5,0.2,75.6,49625,21.1,73062
25747,0.9,22.5,3.4,21.8,1.3,79.0,60000,5.6,73063
25748,2.1,27.9,6.6,14.4,3.0,91.1,91142,6.3,73064
25749,1.6,27.6,5.4,12.9,2.9,94.0,81633,3.1,73065
25750,0.0,3.7,0.0,3.0,0.0,100.0,81989,0.0,73066
25751,1.8,15.8,3.2,17.0,1.6,81.4,76708,5.6,73067
25752,3.0,23.2,3.1,18.6,1.3,86.6,72485,17.0,73068
25753,3.6,43.8,14.6,12.9,8.0,89.1,54194,12.2,73069
25754,0.0,9.7,10.8,0.0,0.0,-666666666.0,-666666666,-666666666.0,73070
25755,1.3,41.9,12.4,13.4,8.1,89.0,57428,11.7,73071
25756,1.4,53.0,10.3,13.6,6.8,89.7,71768,5.3,73072
25757,2.0,14.7,1.1,16.0,0.0,91.0,70848,5.2,73073
25758,2.7,19.0,6.1,13.7,4.0,84.0,60000,10.6,73074
25759,7.6,15.6,11.7,17.9,7.9,84.5,49175,9.4,73075
25760,2.1,20.3,1.6,17.9,0.1,79.4,63048,10.5,73077
25761,4.0,38.1,7.8,7.7,4.1,94.6,90983,1.1,73078
25762,2.3,19.2,4.5,12.1,5.3,76.6,89167,4.6,73079
25763,4.6,22.6,13.5,14.5,6.9,88.3,75545,12.6,73080
25764,3.1,18.6,0.1,29.1,0.1,82.5,47784,12.6,73082
25765,3.7,20.5,12.1,21.2,5.7,77.5,50072,23.1,73084
25766,4.5,18.4,2.9,22.1,1.1,70.9,60616,11.3,73086
25767,1.7,27.2,2.0,14.1,2.1,90.5,95829,6.6,73089
25768,1.2,14.7,4.8,16.0,0.0,92.1,69423,11.4,73090
25769,3.5,17.2,2.2,21.7,2.9,70.5,51875,17.5,73092
25770,1.0,31.0,5.3,12.4,3.1,92.9,85469,6.7,73093
25771,1.8,21.9,2.7,12.4,1.0,80.9,71643,12.3,73095
25772,1.4,40.9,7.7,11.9,2.7,91.1,54740,10.7,73096
25773,0.0,0.0,0.0,16.4,0.0,100.0,-666666666,0.0,73097
25774,3.1,17.4,3.9,18.4,3.8,81.4,57697,11.9,73098
25775,2.6,35.6,8.8,12.1,5.1,93.9,83891,5.4,73099
25776,3.6,27.7,16.9,14.4,7.7,90.2,62278,6.1,73102
25777,0.9,58.6,5.5,13.8,4.6,94.5,54756,10.3,73103
25778,0.0,72.1,14.0,7.6,9.4,91.1,68581,8.5,73104
25779,1.0,38.3,11.3,16.7,6.8,82.4,48441,14.0,73105
25780,8.6,38.1,28.4,12.9,16.5,86.1,47843,11.2,73106
25781,11.4,29.3,33.4,14.3,18.7,88.9,55881,12.4,73107
25782,25.0,4.9,54.6,15.8,25.7,80.3,34640,35.2,73108
25783,18.7,6.2,48.9,18.0,25.5,76.2,36617,28.6,73109
25784,1.7,22.1,5.8,17.4,3.3,89.0,49064,19.9,73110
25785,3.9,19.3,5.5,20.7,1.1,72.9,37908,27.6,73111
25786,3.8,32.7,19.7,13.9,13.0,87.7,55138,14.8,73112
25787,3.3,23.6,20.4,16.8,12.7,82.3,49216,20.6,73114
25788,2.5,14.5,8.8,20.4,4.1,84.0,47305,21.0,73115
25789,1.9,58.8,8.4,8.3,8.2,96.2,82060,4.2,73116
25790,1.4,18.6,10.2,19.4,7.6,65.6,22152,40.4,73117
25791,3.5,47.6,13.0,13.7,8.1,92.4,64553,6.2,73118
25792,20.8,6.0,53.1,14.3,27.2,82.1,41818,23.7,73119
25793,1.6,47.8,6.9,13.5,6.5,88.7,58632,7.4,73120
25794,1.1,25.5,9.9,15.7,4.5,82.7,75369,16.8,73121
25795,7.2,22.2,24.4,15.2,15.9,89.9,49265,19.0,73122
25796,10.7,14.4,35.2,13.4,18.0,85.6,46399,28.1,73127
25797,4.8,46.7,20.1,11.4,14.9,87.4,82043,12.4,73128
25798,17.1,4.8,49.6,15.6,25.8,81.3,40598,32.8,73129
25799,2.3,26.8,5.4,18.1,4.0,88.6,70333,8.8,73130
25800,0.6,44.2,2.8,14.7,1.4,98.6,116081,3.9,73131
25801,3.9,32.7,16.1,17.5,11.6,91.6,55875,12.6,73132
25802,0.8,39.1,10.6,11.5,7.6,89.4,53694,3.4,73134
25803,3.7,23.2,16.0,12.7,8.7,92.9,61844,19.0,73135
25804,8.1,13.9,28.9,14.1,15.6,88.4,45884,18.7,73139
25805,3.7,15.5,8.5,22.8,3.9,94.9,55174,17.0,73141
25806,1.4,54.9,8.8,8.4,7.2,95.4,84224,6.1,73142
25807,0.0,26.5,10.8,6.3,3.5,100.0,63074,1.3,73145
25808,12.8,11.8,38.8,13.2,15.7,85.2,46607,29.0,73149
25809,0.7,35.2,4.9,18.3,2.9,82.0,84781,5.4,73150
25810,0.0,63.7,9.5,7.8,4.3,98.8,159853,2.6,73151
25811,7.1,17.9,28.5,16.4,14.0,88.0,53829,17.1,73159
25812,2.3,27.4,8.3,15.3,4.3,93.9,72490,11.2,73160
25813,1.5,42.5,7.5,10.9,8.0,93.2,84862,3.4,73162
25814,2.9,34.1,5.0,10.7,3.0,92.4,126128,5.6,73165
25815,1.5,24.8,14.0,13.4,3.2,97.8,87411,18.9,73169
25816,1.9,36.1,13.8,14.7,8.9,95.1,89925,5.7,73170
25817,2.5,50.0,8.0,7.6,3.9,98.4,133822,1.4,73173
25818,3.1,35.7,25.1,12.4,13.8,95.2,99668,4.4,73179
25819,3.1,21.8,9.3,21.6,4.1,80.9,57468,14.3,73401
25820,0.0,14.8,53.5,58.1,0.0,18.0,26658,0.0,73425
25821,0.9,21.6,7.1,28.3,2.2,81.4,71932,16.1,73430
25822,2.3,25.3,3.2,23.7,0.3,77.6,57321,8.5,73432
25823,1.6,23.3,3.7,15.7,1.4,83.7,57171,7.2,73433
25824,3.8,12.5,0.0,19.0,0.0,79.1,51250,27.2,73434
25825,0.0,0.0,0.0,28.3,0.0,36.0,50625,0.0,73435
25826,4.0,0.0,1.0,22.7,0.0,63.4,-666666666,19.5,73436
25827,0.0,0.0,0.0,14.0,0.0,14.3,41875,0.0,73437
25828,6.0,16.7,4.9,28.3,0.9,66.7,48017,11.0,73438
25829,4.0,13.5,3.1,27.4,1.2,77.1,48913,12.3,73439
25830,0.0,24.5,17.8,22.6,8.0,94.6,56111,0.0,73440
25831,6.7,17.1,1.4,34.9,0.0,45.8,36042,20.3,73441
25832,6.4,16.7,0.8,27.8,0.4,72.7,46500,1.6,73442
25833,6.4,11.7,2.0,18.8,2.6,84.1,64058,19.5,73443
25834,0.0,12.8,0.0,11.1,0.0,84.6,76688,7.7,73444
25835,10.1,17.2,25.6,19.6,12.5,78.5,55591,14.7,73446
25836,4.2,8.8,8.0,27.4,2.6,77.0,47292,25.2,73447
25837,5.8,15.0,20.8,21.0,9.3,77.1,58125,14.2,73448
25838,1.3,9.0,2.6,29.7,0.7,83.0,47363,15.2,73449
25839,1.1,24.4,0.9,21.0,0.5,70.7,52551,7.7,73450
25840,3.5,24.1,3.3,15.0,0.5,92.2,72375,3.9,73453
25841,1.4,8.1,0.6,28.4,2.5,76.7,55109,25.4,73455
25842,3.5,16.5,3.2,23.7,2.7,64.9,49327,13.9,73456
25843,2.4,19.2,4.7,19.9,2.7,75.4,76250,7.8,73458
25844,2.3,7.0,5.9,21.8,3.5,89.2,55667,6.9,73459
25845,4.2,25.7,2.3,24.3,1.2,74.8,40572,23.5,73460
25846,3.5,18.0,1.4,21.1,0.5,78.9,48382,20.7,73461
25847,2.9,12.1,3.3,21.2,1.1,71.5,56786,14.4,73463
25848,1.9,9.0,2.2,14.6,1.7,80.4,43125,9.9,73481
25849,1.6,4.0,0.0,32.2,0.0,53.8,26875,26.2,73487
25850,0.0,0.0,0.0,0.0,0.0,30.0,-666666666,0.0,73488
25851,2.9,13.9,1.9,16.6,1.0,82.7,58281,19.7,73491
25852,4.0,16.3,11.9,26.1,6.4,84.0,46701,22.7,73501
25853,0.0,30.2,12.0,6.0,4.8,98.7,52215,2.4,73503
25854,2.8,24.8,11.9,18.7,6.5,89.7,55574,15.3,73505
25855,2.8,27.3,12.0,25.3,5.5,86.6,63924,18.3,73507
25856,0.0,13.0,3.3,27.4,4.2,70.3,68125,13.5,73520
