,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,zip code tabulation area
10578,4.7,31.8,28.6,10.5,20.4,88.8,61536,16.8,32216
10579,1.8,40.3,18.9,11.2,12.3,91.2,58975,14.6,32217
10580,3.6,25.4,8.9,13.1,5.2,89.4,64298,17.9,32218
10581,3.1,17.0,6.8,12.4,4.7,84.7,60100,15.5,32219
10582,1.4,16.2,5.6,15.7,7.9,83.8,77038,10.8,32220
10583,4.7,21.3,11.5,16.3,8.1,93.3,75865,8.4,32221
10584,3.9,22.5,14.5,11.3,13.3,93.1,81045,6.8,32222
10585,1.2,41.1,11.7,10.4,10.0,97.4,90833,7.0,32223
10586,1.4,51.7,16.3,10.8,13.3,92.6,82055,4.3,32224
10587,1.3,42.1,17.7,11.0,12.8,93.6,83324,5.9,32225
10588,4.0,32.0,7.3,12.8,6.2,95.0,97625,7.5,32226
10589,0.0,19.5,11.7,6.7,2.7,100.0,79375,5.2,32227
10590,0.0,20.0,14.3,-666666666.0,2.7,-666666666.0,-666666666,-666666666.0,32228
10591,3.3,42.0,7.4,12.3,7.7,91.4,79363,8.5,32233
10592,3.3,15.2,4.7,12.5,4.4,85.1,78997,9.7,32234
10593,2.8,22.4,17.3,15.4,11.6,88.8,59848,17.9,32244
10594,3.0,38.4,28.4,8.7,22.7,93.6,74401,10.5,32246
10595,2.8,53.9,8.3,9.3,7.1,92.7,104943,6.6,32250
10596,6.4,7.4,5.6,17.3,3.6,77.9,35295,37.8,32254
10597,1.6,53.5,27.1,9.7,21.8,95.7,69895,4.4,32256
10598,3.9,37.4,24.4,12.0,18.6,92.6,80644,9.7,32257
10599,1.0,44.3,21.1,6.0,17.0,97.0,95926,7.3,32258
10600,0.5,53.5,11.8,6.5,10.8,97.6,142263,1.5,32259
10601,0.5,59.6,5.8,7.1,4.4,94.6,109375,1.2,32266
10602,3.5,23.9,16.6,12.5,13.3,91.3,53931,23.0,32277
10603,3.0,43.5,9.1,12.9,6.8,90.3,47222,20.0,32301
10604,1.4,44.8,10.5,11.2,6.9,93.2,58592,12.8,32303
10605,3.8,34.8,12.8,8.9,7.1,85.8,27876,15.2,32304
10606,3.0,18.7,4.1,17.4,2.0,74.6,49093,26.3,32305
10607,-666666666.0,-666666666.0,13.6,8.7,2.1,-666666666.0,-666666666,-666666666.0,32306
10608,-666666666.0,-666666666.0,12.8,7.8,6.1,-666666666.0,-666666666,-666666666.0,32307
10609,1.5,54.8,9.4,15.2,7.8,90.9,72383,4.0,32308
10610,1.1,58.8,6.9,11.8,5.6,95.1,96879,3.3,32309
10611,5.3,22.8,8.0,16.7,4.0,82.3,37675,24.9,32310
10612,1.7,57.7,14.1,11.7,10.2,94.1,82392,5.2,32311
10613,0.8,63.5,10.2,9.3,9.0,96.6,113131,4.2,32312
10614,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32313
10615,1.4,55.8,10.5,12.0,7.1,94.3,113973,3.4,32317
10616,9.6,22.8,2.5,29.2,3.3,87.7,60528,21.3,32320
10617,4.9,17.6,9.7,23.2,3.8,75.9,47963,36.9,32321
10618,5.5,10.5,12.1,26.2,5.2,73.9,45625,29.5,32322
10619,0.0,35.6,0.0,37.5,0.0,86.9,-666666666,0.0,32323
10620,11.0,8.1,5.5,43.0,3.0,64.1,41418,23.4,32324
10621,3.1,19.7,5.2,11.6,2.7,88.6,73829,10.2,32327
10622,3.7,28.0,3.6,14.5,2.3,87.7,57500,16.4,32328
10623,21.4,6.0,48.7,11.4,23.5,59.4,43648,52.3,32330
10624,6.9,7.6,3.5,21.0,3.4,68.8,51678,10.6,32331
10625,11.1,15.4,9.0,29.3,8.7,56.3,27256,35.5,32332
10626,4.3,33.3,8.4,17.3,3.7,77.3,58169,14.8,32333
10627,2.6,15.5,0.0,23.9,0.2,72.9,54828,16.5,32334
10628,5.8,15.2,0.7,30.4,0.0,72.4,34840,12.7,32336
10629,0.0,0.0,0.0,0.0,0.0,0.0,-666666666,0.0,32337
10630,4.7,13.4,7.2,14.1,5.4,68.1,36795,22.7,32340
10631,3.4,21.5,8.7,11.9,0.7,92.6,58393,17.0,32343
10632,5.3,20.5,6.5,19.5,2.7,75.2,49785,19.5,32344
10633,4.7,19.5,2.1,30.5,1.8,85.3,56176,24.0,32346
10634,3.0,19.2,3.6,18.8,2.0,83.9,62411,11.7,32347
10635,4.0,12.2,8.5,19.7,6.1,78.5,46157,19.6,32348
10636,1.7,25.0,8.4,17.8,0.6,81.2,47946,7.7,32350
10637,7.0,16.0,14.4,17.7,6.9,66.0,38955,31.9,32351
10638,4.2,11.4,2.8,15.2,0.7,71.2,47070,24.7,32352
10639,5.3,4.6,1.7,17.5,0.0,77.0,47500,8.8,32355
10640,0.0,5.1,5.1,0.0,5.1,100.0,-666666666,100.0,32356
10641,1.2,31.0,7.8,20.0,5.2,79.5,94583,4.2,32358
10642,0.0,17.0,1.0,28.7,1.5,82.3,45500,0.0,32359
10643,28.6,0.0,23.5,75.5,23.5,85.2,38750,47.5,32360
10644,0.0,12.9,6.8,30.6,0.0,46.3,112969,11.7,32361
10645,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32399
10646,6.6,19.4,8.7,25.0,6.8,79.8,46603,21.3,32401
10647,0.0,42.8,7.3,9.1,5.6,100.0,90104,5.3,32403
10648,4.0,18.8,8.9,17.7,6.6,92.2,66230,14.6,32404
10649,2.9,28.1,10.8,20.8,6.9,88.8,68070,14.0,32405
10650,2.6,35.6,12.7,14.6,13.2,95.6,75093,6.8,32407
10651,1.1,38.4,11.0,18.8,9.9,93.6,64561,9.2,32408
10652,2.6,21.6,5.3,27.5,4.3,87.6,56276,13.7,32409
10653,0.8,32.2,8.5,34.6,2.4,96.3,60152,12.4,32410
10654,2.4,34.2,8.8,16.9,7.5,92.2,75970,4.3,32413
10655,4.8,9.7,0.5,23.9,1.1,85.9,46703,14.7,32420
10656,9.6,9.3,1.2,26.2,0.6,73.7,41923,20.5,32421
10657,0.8,20.3,0.7,18.0,1.4,76.0,53016,4.6,32423
10658,7.5,11.1,9.5,23.6,5.8,79.5,41400,22.2,32424
10659,5.0,8.1,5.2,20.1,1.5,73.3,41658,20.3,32425
10660,12.8,4.3,1.6,31.5,2.2,85.5,37396,10.8,32426
10661,8.5,10.6,1.1,21.5,1.0,65.9,39500,31.3,32427
10662,4.9,14.0,7.4,18.5,3.7,87.9,48984,12.8,32428
10663,0.0,11.1,0.0,13.1,0.0,72.8,58860,2.9,32430
10664,2.5,15.1,1.2,20.7,0.2,73.9,54821,16.8,32431
10665,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32432
10666,3.6,13.4,5.4,20.3,4.6,84.2,50424,15.9,32433
10667,4.0,25.9,3.5,16.6,2.7,89.0,68208,12.0,32435
10668,0.2,3.2,0.0,28.9,0.0,77.5,47176,22.8,32437
10669,3.8,11.1,7.0,31.7,2.6,78.3,40526,34.2,32438
10670,2.0,30.2,11.1,16.8,6.9,88.0,71685,10.7,32439
10671,6.7,14.1,7.6,19.1,3.4,82.4,52979,19.5,32440
10672,1.9,12.1,3.4,17.8,2.4,77.0,46964,21.7,32442
10673,7.4,18.5,2.4,25.6,0.8,86.5,46274,22.6,32443
10674,2.6,32.0,10.9,14.7,7.1,94.6,84893,8.0,32444
10675,8.9,5.4,19.4,17.1,6.0,73.5,55032,17.7,32445
10676,3.4,19.8,5.4,15.9,1.8,83.7,50185,12.3,32446
10677,3.0,12.1,2.9,22.0,1.8,73.5,31427,26.4,32448
10678,0.0,15.1,5.9,18.8,0.0,97.4,29297,26.2,32449
10679,5.7,10.1,3.9,17.5,0.7,87.7,47547,12.0,32455
10680,2.6,34.4,2.1,20.3,3.5,90.4,67922,11.9,32456
10681,2.0,46.9,8.3,11.6,10.4,94.2,99081,2.5,32459
10682,5.2,10.7,12.0,23.0,4.4,70.1,48000,17.3,32460
10683,0.5,56.1,7.7,8.3,7.6,99.0,154750,0.0,32461
10684,4.2,7.9,4.4,33.0,3.4,70.4,36827,20.3,32462
10685,1.0,4.8,5.2,13.3,6.3,75.4,-666666666,10.1,32463
10686,3.4,17.8,4.4,18.7,3.2,71.7,54816,12.1,32464
10687,5.4,10.1,9.6,25.7,3.3,74.6,44781,17.4,32465
10688,2.2,9.4,1.6,19.9,2.4,94.5,64424,16.9,32466
10689,4.0,25.8,3.2,19.9,1.8,79.0,35344,28.8,32501
10690,0.9,36.5,6.9,20.6,4.2,91.1,65713,12.3,32502
10691,1.2,39.6,5.6,12.5,4.4,87.5,64857,10.7,32503
10692,1.3,38.8,7.5,16.8,5.7,93.4,69017,11.1,32504
10693,5.6,12.5,10.9,23.2,7.2,75.4,39672,34.7,32505
10694,2.9,23.3,10.1,18.3,8.3,88.4,57302,14.8,32506
10695,3.0,30.8,5.9,16.3,3.8,86.7,64269,15.1,32507
10696,0.0,50.5,24.4,11.2,6.2,99.2,61094,1.1,32508
10697,10.7,2.8,39.5,-666666666.0,11.4,-666666666.0,-666666666,-666666666.0,32509
10698,0.0,43.0,14.5,-666666666.0,1.5,-666666666.0,-666666666,-666666666.0,32511
10699,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32512
10700,2.6,33.4,10.1,14.0,6.6,91.1,64431,11.9,32514
10701,1.3,23.7,5.4,18.8,4.7,90.0,69533,12.9,32526
10702,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,32530
10703,1.0,25.2,0.5,24.6,0.8,81.9,79258,7.3,32531
10704,2.4,26.9,4.2,16.5,3.6,91.6,83099,10.2,32533
10705,1.8,21.3,10.2,13.5,7.0,89.8,56517,13.7,32534
10706,4.1,6.6,5.5,19.4,2.6,79.2,39828,25.6,32535
10707,3.0,27.1,8.9,15.8,5.0,90.7,77864,14.0,32536
10708,2.4,21.8,6.8,17.9,2.8,90.2,68183,9.9,32539
10709,2.8,47.1,15.6,11.2,12.9,93.0,89826,2.9,32541
10710,3.9,35.3,17.7,5.6,5.1,99.5,66100,0.0,32542
10711,0.0,45.0,7.1,4.9,2.2,100.0,39068,4.5,32544
10712,5.2,25.8,16.3,17.2,13.8,88.9,61407,10.1,32547
10713,3.4,30.4,15.3,15.2,11.2,86.5,61037,8.7,32548
10714,0.0,55.2,10.2,11.8,13.3,91.6,80000,2.8,32550
10715,0.3,61.5,3.6,10.0,4.9,93.4,118074,2.4,32561
10716,1.1,39.9,6.0,12.1,4.4,96.6,94175,9.3,32563
10717,9.9,13.0,9.3,21.8,4.9,78.0,65750,30.2,32564
10718,0.9,19.6,2.8,14.9,1.4,80.5,77553,10.5,32565
10719,1.8,32.0,7.5,12.8,5.9,94.4,98065,7.2,32566
10720,4.7,13.3,4.7,24.3,3.4,82.7,71205,13.1,32567
10721,4.2,16.4,0.4,13.2,0.2,77.2,65296,11.4,32568
10722,1.9,40.3,12.9,16.7,6.9,95.5,70426,8.2,32569
10723,1.8,22.3,6.4,20.4,4.7,87.7,70335,15.3,32570
10724,1.7,31.7,7.4,16.0,7.0,94.3,84287,9.0,32571
10725,1.0,30.2,6.8,19.5,1.1,90.3,68269,5.5,32577
10726,0.8,43.2,11.2,12.2,7.5,94.5,101422,3.0,32578
10727,1.5,48.1,14.4,16.7,8.0,90.5,92344,3.9,32579
10728,0.0,36.8,5.7,17.5,4.7,81.5,79643,8.5,32580
10729,3.0,20.7,4.9,14.4,2.6,87.3,82416,10.9,32583
10730,1.6,56.3,17.1,7.8,10.0,81.3,29059,9.2,32601
10731,3.1,72.1,22.1,3.7,12.3,82.6,12894,3.2,32603
10732,2.1,60.3,13.7,10.5,8.6,93.9,80939,3.7,32605
10733,0.7,58.9,15.6,14.5,14.0,90.8,77733,2.3,32606
10734,1.1,52.7,19.0,8.7,13.7,88.7,48656,11.0,32607
10735,1.4,58.1,24.9,9.3,18.4,89.7,57249,5.1,32608
10736,6.7,28.0,8.3,20.8,5.5,81.5,45301,19.5,32609
10737,0.0,11.8,0.0,-666666666.0,0.0,-666666666.0,-666666666,-666666666.0,32610
10738,0.0,18.8,23.5,2.1,10.6,-666666666.0,-666666666,-666666666.0,32612
10739,1.9,40.3,8.2,12.6,5.9,89.2,71984,9.9,32615
10740,48.0,1.0,0.0,2.4,0.8,32.4,-666666666,67.6,32616
10741,3.4,20.2,10.8,19.4,8.2,81.2,45931,13.4,32617
10742,1.2,23.6,4.2,13.5,4.3,84.1,57674,15.6,32618
10743,7.4,11.9,9.4,16.2,7.4,72.9,56019,22.2,32619
10744,7.5,12.8,10.1,27.6,4.2,75.2,49980,22.4,32621
10745,4.3,23.6,5.3,9.3,0.6,94.6,66563,27.6,32622
10746,2.9,35.9,0.5,15.2,1.4,83.9,66938,13.5,32625
10747,3.8,12.5,7.7,21.7,3.4,69.3,45311,21.4,32626
10748,4.1,9.4,5.7,25.8,3.2,76.0,39835,30.1,32628
10749,0.0,43.6,11.2,43.0,0.0,100.0,38836,0.0,32631
10750,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,32634
10751,0.0,35.4,0.0,35.6,0.0,50.4,39727,0.0,32639
10752,4.6,14.5,2.4,19.0,4.2,77.4,54162,14.5,32640
10753,2.6,16.3,5.5,15.2,4.1,75.2,37083,25.8,32641
10754,1.8,23.1,5.1,18.5,3.4,86.3,67923,10.3,32643
10755,5.7,0.0,4.8,32.6,4.7,89.0,61346,0.0,32648
10756,1.1,52.5,12.4,9.5,11.8,93.0,86508,6.4,32653
10757,3.7,19.6,1.7,15.4,1.7,89.1,63707,14.4,32656
10758,0.0,3.6,3.1,32.8,2.5,100.0,78796,61.7,32658
10759,0.0,39.9,0.0,27.0,2.8,97.8,57279,15.3,32664
10760,2.2,24.7,2.8,21.5,2.2,87.7,63395,6.4,32666
10761,0.6,41.4,1.9,15.9,2.4,79.1,72179,6.4,32667
10762,3.9,13.7,9.0,16.4,6.4,76.7,51843,10.5,32668
10763,1.0,42.8,11.6,11.9,8.2,94.9,97639,4.3,32669
10764,5.6,6.2,2.2,26.3,2.9,70.0,45182,20.9,32680
10765,0.0,0.0,0.0,31.3,0.0,36.1,51061,0.0,32681
10766,10.3,4.5,0.0,14.5,0.0,63.1,60984,49.5,32683
10767,1.8,19.5,6.0,14.8,7.5,87.0,55641,14.5,32686
10768,0.0,23.9,0.0,0.0,28.4,100.0,-666666666,0.0,32692
10769,3.8,15.4,5.0,20.5,3.5,76.6,58095,18.4,32693
10770,5.0,19.9,11.6,20.6,6.1,65.8,50854,13.7,32694
10771,5.8,19.8,11.0,16.5,6.7,80.7,54688,15.1,32696
10772,0.0,16.1,11.6,16.2,1.1,77.5,82083,18.3,32697
10773,2.1,34.9,26.0,11.3,14.5,91.2,61404,9.8,32701
10774,0.5,20.3,1.3,28.5,1.0,71.9,47179,20.1,32702
10775,4.5,28.1,27.7,13.2,17.7,86.8,63693,16.8,32703
10776,2.7,34.9,27.2,12.7,16.0,92.3,64381,12.4,32707
10777,1.6,47.9,23.9,12.6,11.1,94.5,84952,6.4,32708
10778,6.6,32.2,0.3,8.1,7.1,87.0,92550,11.7,32709
10779,4.4,35.6,27.3,11.7,17.6,91.4,97718,9.8,32712
10780,2.3,27.5,14.4,16.1,9.2,92.7,83468,6.8,32713
10781,3.4,36.1,29.4,13.0,20.1,93.2,62581,13.2,32714
10782,3.1,24.1,13.6,19.1,5.8,86.5,67102,15.8,32720
10783,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32723
10784,3.4,31.0,16.8,16.5,9.3,87.5,69060,10.1,32724
10785,4.1,20.6,33.1,17.3,12.5,91.6,67131,16.5,32725
10786,4.0,19.4,15.9,20.4,13.5,91.3,57583,17.0,32726
10787,2.2,26.7,27.4,11.6,18.2,89.9,45169,11.9,32730
10788,0.4,42.5,3.6,8.2,6.3,91.3,109625,4.2,32732
10789,1.6,21.0,4.3,17.8,7.3,93.1,69316,7.8,32735
10790,1.8,24.2,5.9,10.9,4.8,92.3,84043,6.3,32736
10791,3.0,16.7,27.9,14.9,9.7,89.8,72044,19.0,32738
10792,4.3,25.1,3.1,14.4,0.9,86.8,91556,15.1,32744
10793,1.7,52.2,22.9,9.8,18.6,96.1,103941,4.3,32746
10794,1.9,36.9,17.3,12.4,12.8,92.3,81799,9.6,32750
10795,0.7,54.7,18.0,9.3,11.8,94.5,88599,4.6,32751
10796,2.8,20.4,2.1,18.9,1.6,92.4,64855,9.3,32754
10797,2.0,34.3,12.2,15.7,8.3,90.7,70044,9.4,32757
10798,2.3,18.8,3.9,20.5,2.9,80.7,59250,12.2,32759
10799,2.5,21.4,15.2,20.6,6.7,86.0,61447,19.1,32763
10800,3.3,23.5,4.2,15.8,3.4,87.9,80675,4.1,32764
10801,1.4,53.0,23.5,9.6,13.7,94.9,98584,5.4,32765
10802,3.1,48.9,22.2,7.5,15.0,98.1,134831,3.2,32766
10803,1.0,2.1,8.3,21.6,3.7,88.7,64539,18.7,32767
10804,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32768
10805,3.1,33.8,23.5,13.2,17.6,91.4,70388,13.7,32771
10806,3.2,24.1,27.6,12.6,16.4,86.2,61004,16.2,32773
10807,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32775
10808,1.0,22.9,11.5,12.7,5.2,92.5,96136,5.7,32776
10809,3.7,24.6,13.3,21.0,8.4,84.1,57071,11.0,32778
10810,0.5,53.6,16.4,9.8,13.0,94.7,107727,2.4,32779
10811,1.2,26.4,9.7,16.2,7.3,92.4,58940,12.1,32780
10812,4.5,12.8,5.8,14.4,3.2,81.4,67931,17.5,32784
10813,0.9,63.6,16.5,9.1,10.9,88.9,101113,5.8,32789
10814,3.9,41.3,26.0,11.8,15.6,93.5,63365,10.1,32792
10815,1.6,24.1,4.8,20.8,3.7,88.7,59880,11.7,32796
10816,3.9,10.5,11.3,23.0,2.2,89.7,53782,6.7,32798
10817,2.6,62.3,24.3,10.1,12.5,86.0,75646,10.5,32801
10818,0.9,57.5,15.1,9.6,8.7,93.9,92557,4.9,32803
10819,1.0,60.8,15.6,9.1,10.8,96.3,108662,4.9,32804
10820,5.7,18.0,18.7,15.3,13.0,74.1,38885,31.5,32805
10821,2.2,54.1,17.0,8.9,9.1,93.8,89102,4.8,32806
10822,7.3,22.5,57.7,13.2,24.7,85.0,57039,19.1,32807
10823,8.7,12.0,30.3,16.6,23.8,85.8,43726,38.8,32808
10824,12.5,21.0,60.7,13.0,32.9,85.6,50220,22.3,32809
10825,3.5,28.8,31.6,12.5,19.2,91.3,60104,20.6,32810
10826,4.8,26.4,38.4,11.7,28.6,91.2,46772,26.4,32811
10827,3.8,35.5,36.6,12.6,13.6,90.9,66774,14.9,32812
10828,0.3,81.5,31.7,4.2,11.8,97.8,123635,0.0,32814
10829,0.0,74.0,19.5,3.1,2.8,-666666666.0,-666666666,-666666666.0,32816
10830,3.4,35.1,31.3,12.6,15.4,92.5,76402,11.3,32817
10831,7.9,20.0,38.7,13.2,36.1,86.3,54178,30.2,32818
10832,1.9,49.1,33.9,10.1,25.9,96.6,86306,7.0,32819
10833,2.5,44.0,22.7,8.3,14.2,88.1,105912,10.2,32820
10834,1.5,43.8,44.4,9.2,29.8,95.7,57098,8.6,32821
10835,6.0,25.6,63.6,14.9,27.1,90.9,51555,24.5,32822
10836,4.1,30.0,60.6,10.6,29.9,96.9,75125,14.5,32824
10837,4.0,33.4,46.4,12.5,19.5,93.9,78321,13.3,32825
10838,3.8,33.9,30.2,11.7,14.6,93.0,59358,18.4,32826
10839,0.7,55.6,41.4,8.0,22.3,94.8,111725,4.1,32827
10840,2.9,50.4,35.4,11.6,19.2,95.7,95943,8.8,32828
10841,1.5,39.2,55.3,9.1,19.3,95.6,90174,10.7,32829
10842,0.0,50.0,6.1,4.1,2.0,96.0,118839,0.0,32830
10843,13.1,2.7,9.8,0.0,2.0,100.0,-666666666,0.0,32831
10844,1.6,58.1,47.9,7.0,22.4,97.9,110885,4.1,32832
10845,2.8,34.0,26.2,13.8,14.9,94.3,88200,12.5,32833
10846,3.6,38.7,46.9,7.3,36.2,95.1,66970,12.5,32835
10847,1.8,59.4,43.1,7.0,35.9,93.2,112822,6.0,32836
10848,4.6,39.2,57.9,13.5,39.0,96.3,81926,13.4,32837
10849,8.2,20.6,48.1,14.3,28.3,86.2,51516,24.0,32839
10850,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32899
10851,2.9,29.0,15.4,20.9,14.8,82.8,47115,18.4,32901
10852,1.9,51.4,9.3,9.8,10.2,91.6,96438,2.2,32903
10853,2.7,38.6,13.8,15.8,9.0,92.4,85618,7.0,32904
10854,1.9,26.7,14.0,15.5,12.7,86.0,54145,14.5,32905
10855,3.3,20.2,20.8,20.5,15.4,92.4,67002,14.8,32907
10856,3.0,19.4,9.7,16.3,9.0,98.0,63043,10.4,32908
10857,4.7,23.9,16.6,13.1,16.0,90.6,71783,14.3,32909
10858,2.1,36.4,9.1,21.2,7.1,86.2,68642,11.0,32920
10859,4.7,20.1,14.6,16.0,10.0,85.9,44898,26.2,32922
10860,2.2,48.2,9.4,9.5,5.4,100.0,76667,17.1,32925
10861,4.3,21.5,6.9,17.0,5.5,92.8,63391,15.7,32926
10862,2.0,22.1,6.9,22.8,5.6,93.2,76843,14.0,32927
10863,1.9,51.9,12.7,17.1,9.6,89.6,83195,2.5,32931
10864,2.8,41.4,9.2,15.5,8.2,89.6,99758,4.4,32934
10865,1.9,27.4,11.6,15.5,8.8,90.6,61069,12.9,32935
10866,0.5,52.0,6.3,12.3,5.4,93.5,90344,3.2,32937
10867,1.0,50.8,13.6,12.9,11.8,93.9,100792,2.4,32940
10868,14.1,11.5,56.8,9.7,28.3,68.9,48657,13.6,32948
10869,2.4,30.9,5.3,21.5,7.6,95.8,108050,2.6,32949
10870,0.0,31.7,5.4,11.6,5.9,96.1,105938,1.4,32950
10871,0.8,51.3,4.9,11.5,5.9,88.0,80411,1.2,32951
10872,1.4,44.4,8.9,16.3,5.9,94.7,87148,6.0,32952
10873,1.4,36.4,11.9,15.9,7.6,93.4,80537,11.6,32953
10874,2.3,37.1,9.5,12.4,6.5,93.9,82969,6.9,32955
10875,1.6,30.7,9.1,17.7,7.1,88.0,64698,5.9,32958
10876,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,32959
10877,5.1,24.2,16.5,16.9,12.2,84.6,49634,13.5,32960
10878,4.2,22.1,17.0,16.0,11.6,83.4,60649,7.8,32962
10879,0.4,68.5,7.0,15.7,9.2,92.1,143438,0.2,32963
10880,0.9,31.4,8.9,19.7,7.8,87.6,65923,6.1,32966
10881,4.4,31.8,14.6,16.7,11.4,83.9,66438,12.1,32967
10882,0.6,35.3,10.4,10.6,5.7,96.8,90058,3.1,32968
10883,0.0,41.7,6.7,6.7,6.7,100.0,53929,38.5,32970
10884,2.1,18.5,3.9,25.7,3.8,86.0,46760,6.9,32976
10885,4.8,24.1,6.9,12.1,14.4,55.8,59545,5.8,33001
10886,1.3,33.2,41.7,13.5,28.3,81.9,45836,21.5,33004
10887,4.9,34.9,62.3,12.3,50.3,84.1,44949,17.0,33009
10888,19.4,19.3,92.7,16.3,78.4,72.7,41053,46.4,33010
10889,14.7,17.4,92.3,13.7,75.1,79.5,41921,41.8,33012
10890,14.3,17.0,90.4,14.9,73.3,80.8,54842,41.5,33013
10891,6.5,27.3,90.7,11.3,61.8,89.4,69586,27.4,33014
10892,6.5,29.0,86.8,10.2,58.8,94.2,69169,22.5,33015
10893,7.7,26.1,92.6,11.7,71.4,88.5,53180,40.2,33016
10894,7.6,27.2,92.9,8.6,63.9,93.8,83468,24.7,33018
10895,1.4,57.7,45.5,11.7,41.2,90.3,90748,4.6,33019
10896,6.0,30.1,50.4,11.8,38.8,94.2,50339,18.7,33020
10897,3.7,36.9,47.4,10.8,35.4,88.1,66515,11.1,33021
10898,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,33022
10899,6.6,18.2,50.0,10.3,41.6,86.0,66834,22.8,33023
10900,5.1,25.7,54.1,9.8,38.4,91.4,72394,17.7,33024
10901,3.3,26.2,45.3,8.5,37.0,88.7,66156,15.5,33025
10902,3.9,38.1,46.2,10.9,34.7,89.7,84007,8.8,33026
10903,3.7,38.2,56.3,13.1,44.0,81.7,67015,8.7,33027
10904,1.9,51.9,54.1,7.3,38.4,95.9,109393,3.5,33028
10905,1.4,44.3,49.1,7.1,31.0,96.4,139461,7.1,33029
10906,27.3,12.6,73.2,12.9,42.2,82.5,37740,37.4,33030
10907,5.0,20.3,65.6,11.9,42.3,88.3,107448,11.2,33031
10908,7.8,23.1,66.8,9.0,45.4,91.7,70706,28.7,33032
10909,11.2,23.7,68.2,10.1,39.0,92.9,61800,32.3,33033
10910,19.9,9.8,59.4,13.3,32.6,86.4,43015,43.6,33034
10911,3.4,30.1,63.3,12.7,28.9,95.9,68881,16.1,33035
10912,1.0,39.4,20.3,9.1,15.0,89.9,91932,3.0,33036
10913,3.2,39.4,22.1,13.5,21.0,87.6,73724,5.1,33037
10914,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,33039
10915,3.5,36.6,23.3,10.3,21.8,85.9,80069,8.3,33040
10916,2.3,42.5,8.9,10.6,7.9,94.8,104325,4.5,33042
10917,5.7,27.9,13.8,12.5,8.8,86.5,75455,12.8,33043
10918,5.2,31.6,29.1,9.6,27.8,86.9,74487,9.6,33050
10919,0.0,47.7,0.0,9.5,7.1,94.3,103096,2.2,33051
10920,13.0,9.8,45.1,11.9,34.3,72.9,38952,41.3,33054
10921,15.6,16.0,72.7,15.2,57.7,79.5,54869,34.4,33055
10922,7.8,17.5,35.0,15.1,31.6,81.6,58160,32.3,33056
10923,8.8,23.7,40.2,13.7,30.2,85.2,55733,21.8,33060
10924,1.7,46.4,26.3,15.9,22.1,90.4,78267,4.2,33062
10925,3.8,28.2,36.9,15.1,34.8,89.7,58340,13.4,33063
10926,10.3,27.8,55.1,10.4,42.3,92.1,62808,14.8,33064
10927,3.2,30.6,38.3,11.3,32.8,92.2,65145,14.9,33065
10928,3.7,34.3,32.6,22.3,31.7,84.4,53460,5.7,33066
10929,2.0,55.1,25.1,7.5,24.5,98.5,118825,5.1,33067
10930,6.4,20.0,40.2,9.8,47.3,92.1,60649,21.1,33068
10931,5.2,32.3,40.2,16.1,32.4,87.0,57614,14.5,33069
10932,3.1,32.2,21.0,9.4,16.2,88.9,73885,3.1,33070
10933,1.8,42.0,39.0,6.9,31.0,97.1,98722,6.8,33071
10934,2.7,37.5,43.6,7.3,34.5,94.2,94775,8.1,33073
10935,1.0,60.2,26.9,5.8,23.4,96.5,164389,2.7,33076
10936,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,33101
10937,0.0,73.1,11.6,15.7,19.2,100.0,250001,0.0,33109
10938,4.8,59.7,75.7,3.9,65.5,100.0,84329,5.3,33122
10939,16.2,19.6,91.1,14.9,68.5,62.4,37370,40.1,33125
10940,9.9,26.8,92.1,11.5,74.7,75.6,51733,26.5,33126
10941,17.7,13.7,63.9,10.0,40.1,61.1,39690,42.2,33127
